LGL Constituent ID,Constituent Name,Constituent Type,Contact Type,Prefix,First Name,Last Name,Middle Name,Maiden name,Suffix,Nick Name,Addressee,Annual Report Name,Spouse Name,Spouse Nick Name,Salutation,Alt. Addressee,Alt. Salutation,Honorary Name,Assistant Name,Job Title,Org Name,Groups,Communication Tags,Giving Status,Acknowledgment Preference,Newsletter,Tags,Background Info,Deceased?,Deceased Date,Date Added
951712,Chris Watkins,Individual,Primary,"",Chris,Watkins,"","",,"",Chris Watkins,Chris Watkins,"","",Chris ,Chris Watkins,Chris ,Chris Watkins,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,from the neighborhood,No,,2020-05-27
951717,Emily Reagan,Individual,Primary,"",Emily,Reagan,"","",,"",Emily Reagan,Emily Reagan,"","",Emily,Emily Reagan,Emily,Emily Reagan,,"",FISH Hospitality Pantries,,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-05-27
951722,Savannah Reagan,Individual,Primary,"",Savannah,Reagan,"","",,"",Savannah Reagan,Savannah Reagan,"","",Savannah,Savannah Reagan,Savannah,Savannah Reagan,,"",FISH Hospitality Pantries,,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-05-27
951727,Brenda Medley,Individual,Primary,"",Brenda,Medley,"","",,"",Brenda Medley,Brenda Medley,Tommy Bedwell,"",Brenda,Brenda Medley,Brenda,Brenda Medley,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-05-27
951732,Wylene Vrba,Individual,Primary,"",Wylene,Vrba,"",,,,Wylene Vrba,Wylene Vrba,"","",Wylene,Wylene Vrba,Wylene,Wylene Vrba,,Accounting,FISH Hospitality Pantries,,No valid address,Non Donor,,,,:2020-07-20: Email invoice on 20th of each month due by first of next month. ,No,,2020-05-27
951737,Jimmy Bane,Individual,Primary,"",Jimmy,Bane,Robert,"",,"",Jimmy Bane,Jimmy Bane,"",guardian: Kayla Seibert,Jimmy ,Jimmy Bane,Jimmy ,Jimmy Bane,,"","",,No valid address,Non Donor,,Subscribe,,I would like to help with anything you need help with. I am a good worker.,No,,2020-06-01
951742,Sydney Mayo,Individual,Primary,"",Sidney,Mayo,"","",,"",Sydney Mayo,Sidney Mayo,"",Came with Nicole Fey,Sidney,Sydney Mayo,Sidney,Sidney Mayo,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,,age 12 as of 5/30/20,No,,2020-06-01
951747,Shanti Santiago-Fey,Individual,Primary,"",Shanti,Santiago-Fey,"","",,"",Shanti Santiago-Fey,Shanti Santiago-Fey,"","",Shanti,Shanti Santiago-Fey,Shanti,Shanti Santiago-Fey,,"","",,No valid address,Non Donor,,,,"help with events, planting, chickens, and social media",No,,2020-06-01
951752,Margarita Ivanova Gita,Individual,Primary,"",Margarita Ivanova,Gita,"",,,,Margarita Ivanova Gita,Margarita Ivanova Gita,"","",Margarita Ivanova,Margarita Ivanova Gita,Margarita Ivanova,Margarita Ivanova Gita,,"","",,No valid email,Non Donor,,,,":2020-06-01: meet through Barbara Rose
",No,,2020-06-01
951757,Nathan Frank,Individual,Primary,"",Nathan,Frank,"","",,"",Nathan Frank,Nathan Frank,"","",Nathan,Nathan Frank,Nathan,Nathan Frank,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,previous events,No,,2020-06-02
951762,Dave Linge,Individual,Primary,"",Dave,Linge,"","",,"",Dave Linge,Dave Linge,"","",Dave,Dave Linge,Dave,Dave Linge,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,previous events,No,,2020-06-02
951767,Caitlyn Ridenour,Individual,Primary,"",Caitlyn,Ridenour,"","",,"",Caitlyn Ridenour,Caitlyn Ridenour,"","",Caitlyn,Caitlyn Ridenour,Caitlyn,Caitlyn Ridenour,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,met with Miss Addie,No,,2020-06-02
951772,Sonja Littleton,Individual,Primary,"",Sonja,Littleton,"","",,"",Sonja Littleton,Sonja Littleton,"","",Sonja ,Sonja Littleton,Sonja ,Sonja Littleton,,"",FISH Hospitality Pantry,,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-06-02
951777,Lynn Blackburn,Individual,Primary,"",Lynn,Blackburn,"",,,,Lynn Blackburn,Lynn Blackburn,John Blackburn,"",Lynn,Lynn Blackburn,Lynn,Lynn Blackburn,,"","",,No valid address;No valid phone,Non Donor,,,reiki,":2020-06-01: reiki ref from Rebecca Parr
Have known John a long time
",No,,2020-06-02
951782,John Blackburn,Individual,Primary,"",John,Blackburn,"",,,,John Blackburn,John Blackburn,Lynn Blackburn,,John,John Blackburn,John,John Blackburn,,"","",,No valid address;No valid phone,Non Donor,,,,":2020-06-08: have known since about 2000, meet at yoga at fort Sanders",No,,2020-06-02
951787,Allie Eber,Individual,Primary,"",Allie,Eber,"","",,"",Allie Eber,Allie Eber,"","",Allie,Allie Eber,Allie,Allie Eber,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-02
951792,Charlie Hill,Individual,Primary,"",Charlie,Hill,"","",,"",Charlie Hill,Charlie Hill,"","",Charlie,Charlie Hill,Charlie,Charlie Hill,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-02
951797,Kaylan Marsh,Individual,Primary,"",Kaylan,Marsh,"","",,"",Kaylan Marsh,Kaylan Marsh,"","",Kaylan,Kaylan Marsh,Kaylan,Kaylan Marsh,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-02
951802,Katherine Holzer,Individual,Primary,"",Katherine,Holzer,"","",,"",Katherine Holzer,Katherine Holzer,"","",Katherine,Katherine Holzer,Katherine,Katherine Holzer,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-02
951807,Kyle Moore-Price,Individual,Primary,"",Kyle,Moore-Price,"","",,"",Kyle Moore-Price,Kyle Moore-Price,"","",Kyle,Kyle Moore-Price,Kyle,Kyle Moore-Price,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-02
951812,Travis Coleman,Individual,Primary,"",Travis,Coleman,"","",,"",Travis Coleman,Travis Coleman,"","",Travis,Travis Coleman,Travis,Travis Coleman,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-02
951822,Janet Word,Individual,Primary,"",Janet,Word,"","",,"",Janet Word,Janet Word,"","",Janet,Janet Word,Janet,Janet Word,,"","",,No valid address;No valid email,Non Donor,,,,,No,,2020-06-02
951827,Suzy Lindsey,Individual,Primary,"",Suzy,Lindsey,"","",,"",Suzy Lindsey,Suzy Lindsey,"","",Suzy,Suzy Lindsey,Suzy,Suzy Lindsey,,"","",,No valid address,Non Donor,,,,,No,,2020-06-02
951832,Linda Smith,Individual,Primary,"",Linda,Smith,"","",,"",Linda Smith,Linda Smith,"","",Linda,Linda Smith,Linda,Linda Smith,,"","",,No valid address,Non Donor,,Subscribe,,,No,,2020-06-02
951837,JoAnna Brooker,Individual,Primary,"",JoAnna,Brooker,"","",,"",JoAnna Brooker,JoAnna Brooker,"","",JoAnna,JoAnna Brooker,JoAnna,JoAnna Brooker,,"","",,No valid address,Non Donor,,Subscribe,,,No,,2020-06-02
951842,Antonia Fletcher,Individual,Primary,"",Antonia,Fletcher,"","",,"",Antonia Fletcher,Antonia Fletcher,"","",Antonia,Antonia Fletcher,Antonia,Antonia Fletcher,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-02
951847,Shelby Kleimer,Individual,Primary,"",Shelby,Kleimer,"","",,"",Shelby Kleimer,Shelby Kleimer,"","",Shelby,Shelby Kleimer,Shelby,Shelby Kleimer,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-02
951852,Carson Dailey,Individual,Primary,"",Carson,Dailey,"",,,,Carson Dailey,Carson Dailey,"","",Carson,Carson Dailey,Carson,Carson Dailey,,"","",,No valid address,Non Donor,,,,":2020-06-01: got jail help for vestal build, and moving bio mass from Jim Gray's neighborhood.
",No,,2020-06-03
951857,Rob Greenfield,Individual,Primary,"",Rob,Greenfield,"",,,,Rob Greenfield,Rob Greenfield,"","",Rob,Rob Greenfield,Rob,Rob Greenfield,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,national,:2020-06-01: doing some very cool work - could brow some ideas,No,,2020-06-03
951862,Ana Goncalves,Individual,Primary,"",Ana,Goncalves,"",,,,Ana Goncalves,Ana Goncalves,Ana Goncalves,"",Ana,Ana Goncalves,Ana,Ana Goncalves,,"","",,,Non Donor,,,body work;reiki,"We will be offering Maori Healing (MIrimiri and Romiromi), a combination of deep tissue massage and energy work. This FREE CLINIC allows for sharing the healing and the  teaching of the craft. Spaces are limited and registration is mandatory.
Please check the calendar below for FREE CLINIC dates.
​
Participants should wear loose fitting clothing (yoga-style).
​
Please contact Ana Goncalves to register (865-250-8812).",No,,2020-06-03
951867,Jacky Kittrell,Individual,Primary,"",Jacky,Kittrell,"",,,,Jacky Kittrell,Jacky Kittrell,Cliff Honicker,,Jacky,Jacky Kittrell,Jacky,Jacky Kittrell,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-06-03
951872,Cathy Denton,Individual,Primary,"",Cathy,Denton,"","",,"",Cathy Denton,Cathy Denton,"","",Cathy,Cathy Denton,Cathy,Cathy Denton,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-03
951877,Ginger Thomas,Individual,Primary,"",Ginger,Thomas,"","",,"",Ginger Thomas,Ginger Thomas,"","",Ginger,Ginger Thomas,Ginger,Ginger Thomas,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,":2020-06-08: was very helpful with reiki share
",No,,2020-06-03
951882,Marianne Acofeifa,Individual,Primary,"",Marianne,Acofeifa,"","",,"",Marianne Acofeifa,Marianne Acofeifa,"","",Marianne,Marianne Acofeifa,Marianne,Marianne Acofeifa,,"","",,No valid address,Non Donor,,Subscribe,,"2017 ""Sign Up For Our Newsletters"" paper",No,,2020-06-03
951887,Amy Broyles,Individual,Primary,"",Amy,Broyles,"",,,,Amy Broyles,Amy Broyles,Jamie Parkey,,Amy,Amy Broyles,Amy,Amy Broyles,,"","",,No valid address,Non Donor,,,,":2020-06-01:  know from west side
",No,,2020-06-03
951892,Ellie Gunn,Individual,Primary,"",Ellie,Gunn,"","",,"",Ellie Gunn,Ellie Gunn,"","",Ellie,Ellie Gunn,Ellie,Ellie Gunn,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-03
951897,Kristy Smith,Individual,Primary,"",Kristy,Smith,"","",,"",Kristy Smith,Kristy Smith,"","",Kristy,Kristy Smith,Kristy,Kristy Smith,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,not sure if it is smithkri@goldmail.etsu.edu or smithkr1@goldmail.etsu.edu,No,,2020-06-03
951902,Kara Finger,Individual,Primary,"",Kara,Finger,"","",,"",Kara Finger,Kara Finger,"","",Kara,Kara Finger,Kara,Kara Finger,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-03
951907,Jodie Clouser,Individual,Primary,"",Jodie,Clouser,"","",,"",Jodie Clouser,Jodie Clouser,"","",Jodie,Jodie Clouser,Jodie,Jodie Clouser,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-03
951912,Kimberly Ellison,Individual,Primary,"",Kimberly,Ellison,"","",,"",Kimberly Ellison,Kimberly Ellison,"","",Kimberly ,Kimberly Ellison,Kimberly ,Kimberly Ellison,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-03
951917,John Nowack,Individual,Primary,"",John,Nowack,"","",,"",John Nowack,John Nowack,"","",John,John Nowack,John,John Nowack,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-03
951922,Nichole Owens,Individual,Primary,"",Nichole,Owens,"","",,"",Nichole Owens,Nichole Owens,"","",Nichole,Nichole Owens,Nichole,Nichole Owens,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-03
951927,Beth Cooper,Individual,Primary,"",Beth,Cooper,"","",,"",Beth Cooper,Beth Cooper,"","",Beth,Beth Cooper,Beth,Beth Cooper,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,email difficult to read,No,,2020-06-03
951932,Mirelle Beck,Individual,Primary,"",Mirelle,Beck,"","",,"",Mirelle Beck,Mirelle Beck,"","",Mirelle,Mirelle Beck,Mirelle,Mirelle Beck,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-03
951937,Natalie McNutt,Individual,Primary,"",Natalie,McNutt,"","",,"",Natalie McNutt,Natalie McNutt,"","",Natalie,Natalie McNutt,Natalie,Natalie McNutt,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,email difficult to read,No,,2020-06-03
951942,Matt Trotsky,Individual,Primary,"",Matt,Trotsky,"","",,"",Matt Trotsky,Matt Trotsky,"","",Matt,Matt Trotsky,Matt,Matt Trotsky,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,email difficult to read,No,,2020-06-03
951947,Kelly Bond,Individual,Primary,"",Kelly,Bond,"","",,"",Kelly Bond,Kelly Bond,"","",Kelly,Kelly Bond,Kelly,Kelly Bond,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-04
951952,Trystan Bordeau,Individual,Primary,"",Trystan,Bordeau,"","",,"",Trystan Bordeau,Trystan Bordeau,"","",Trystan ,Trystan Bordeau,Trystan ,Trystan Bordeau,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-06-04
951957,Eric Collins,Individual,Primary,"",Eric,Collins,"","",,"",Eric Collins,Eric Collins,"","",Eric,Eric Collins,Eric,Eric Collins,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-06-04
951962,Filippe Crisante,Individual,Primary,"",Filippe,Crisante,"","",,"",Filippe Crisante,Filippe Crisante,"","",Filippe,Filippe Crisante,Filippe,Filippe Crisante,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-04
951967,Kyle Cunningham,Individual,Primary,"",Kyle,Cunningham,"","",,"",Kyle Cunningham,Kyle Cunningham,"","",Kyle,Kyle Cunningham,Kyle,Kyle Cunningham,,"","",,,Non Donor,,,,,No,,2020-06-04
951972,Lauren Davis,Individual,Primary,"",Lauren,Davis,"","",,"",Lauren Davis,Lauren Davis,"","",Lauren,Lauren Davis,Lauren,Lauren Davis,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-06-04
951982,Akeelya Harris,Individual,Primary,"",Akeelya,Harris,"","",,"",Akeelya Harris,Akeelya Harris,"","",Akeelya,Akeelya Harris,Akeelya,Akeelya Harris,,"","",,No valid email;No valid phone,Non Donor,,,,,No,,2020-06-04
951987,Scott Hensley,Individual,Primary,"",Scott,Hensley,"","",,Given Name: Roland Scott,Scott Hensley,Scott Hensley,"","",Scott,Scott Hensley,Scott,Scott Hensley,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-06-04
951992,Matthew Holecek,Individual,Primary,"",Matthew,Holecek,"","",,"",Matthew Holecek,Matthew Holecek,"","",Matthew,Matthew Holecek,Matthew,Matthew Holecek,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-04
951997,Amber Michelle Hughes,Individual,Primary,"",Amber Michelle,Hughes,"","",,"",Amber Michelle Hughes,Amber Michelle Hughes,"","",Amber Michelle,Amber Michelle Hughes,Amber Michelle,Amber Michelle Hughes,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-04
952002,Carl Johnson,Individual,Primary,"",Carl,Johnson,"","",,"",Carl Johnson,Carl Johnson,"","",Carl,Carl Johnson,Carl,Carl Johnson,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-06-04
952007,Helen Law,Individual,Primary,"",Helen,Law,"","",,"",Helen Law,Helen Law,"","",Helen,Helen Law,Helen,Helen Law,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-06-04
952012,Jemima Ledbetter,Individual,Primary,"",Jemima,Ledbetter,"","",,"",Jemima Ledbetter,Jemima Ledbetter,"","",Jemima,Jemima Ledbetter,Jemima,Jemima Ledbetter,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-04
952017,Hannah-Rose Libby,Individual,Primary,"",Hannah-Rose,Libby,"","",,"",Hannah-Rose Libby,Hannah-Rose Libby,"","",Hannah-Rose,Hannah-Rose Libby,Hannah-Rose,Hannah-Rose Libby,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-04
952022,Laura Maples,Individual,Primary,"",Laura,Maples,"","",,"",Laura Maples,Laura Maples,"","",Laura,Laura Maples,Laura,Laura Maples,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-04
952027,Mary Mullins,Individual,Primary,"",Mary,Mullins,"","",,"",Mary Mullins,Mary Mullins,"","",Mary,Mary Mullins,Mary,Mary Mullins,,"","",,No valid address,Non Donor,,,,,No,,2020-06-04
952032,Cameron Niemeyer,Individual,Primary,"",Cameron,Niemeyer,"","",,"",Cameron Niemeyer,Cameron Niemeyer,"","",Cameron,Cameron Niemeyer,Cameron,Cameron Niemeyer,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-04
952037,Derrick Parks,Individual,Primary,"",Derrick,Parks,"","",,"",Derrick Parks,Derrick Parks,"","",Derrick,Derrick Parks,Derrick,Derrick Parks,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-04
952042,Tessa Perkins,Individual,Primary,"",Tessa,Perkins,"","",,"",Tessa Perkins,Tessa Perkins,"","",Tessa,Tessa Perkins,Tessa,Tessa Perkins,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-06-04
952047,Kaitlyn Pierson,Individual,Primary,"",Kaitlyn,Pierson,"","",,"",Kaitlyn Pierson,Kaitlyn Pierson,"","",Kaitlyn,Kaitlyn Pierson,Kaitlyn,Kaitlyn Pierson,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-04
952052,Bruce VanDoren,Individual,Primary,"",Bruce,VanDoren,"","",,"",Bruce VanDoren,Bruce VanDoren,"","",Bruce,Bruce VanDoren,Bruce,Bruce VanDoren,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-04
952057,Jonathan Vinson,Individual,Primary,"",Jonathan,Vinson,"","",,"",Jonathan Vinson,Jonathan Vinson,"","",Jonathan,Jonathan Vinson,Jonathan,Jonathan Vinson,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-04
952062,Andrew White,Individual,Primary,"",Andrew,White,"","",,"",Andrew White,Andrew White,"","",Andrew,Andrew White,Andrew,Andrew White,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-06-04
952067,Alaya Dickinson,Individual,Primary,"",Alaya,Dickinson,"",,,,Alaya Dickinson,Alaya Dickinson,"","",Alaya,Alaya Dickinson,Alaya,Alaya Dickinson,,"","",,,Non Donor,,,,,No,,2020-06-08
952072,Misty Westfall,Individual,Primary,"",Misty,Westfall,"",,,,Misty Westfall,Misty Westfall,Mike,"",Misty,Misty Westfall,Misty,Misty Westfall,,Farmer,Self,,No valid address;No valid email;No valid phone,Non Donor,,,Farmer;Vendor,,No,,2020-06-08
952077,Jessica Martin,Individual,Primary,"",Jessica,Martin,"","",,"",Jessica Martin,Jessica Martin,"","",Jessica,Jessica Martin,Jessica,Jessica Martin,,"","",,No valid address,Non Donor,,Subscribe,,,No,,2020-06-09
952082,Haley Dunn,Individual,Primary,"",Haley,Dunn,"","",,"",Haley Dunn,Haley Dunn,"","",Haley,Haley Dunn,Haley,Haley Dunn,,"","",2020 Volunteer,No valid address,Non Donor,,,,"steward, second waiver not signed
",No,,2020-06-09
952087,Kaitlin Salley,Individual,Primary,"",Kaitlin,Salley,"","",,"",Kaitlin Salley,Kaitlin Salley,"","",Kaitlyn,Kaitlin Salley,Kaitlyn,Kaitlin Salley,,"","",,No valid address,Non Donor,,Subscribe,,,No,,2020-06-09
952092,Dillon Boscoe,Individual,Primary,"",Dillon,Boscoe,"","",,"",Dillon Boscoe,Dillon Boscoe,"","",Dillon,Dillon Boscoe,Dillon,Dillon Boscoe,,"","",,No valid address,Non Donor,,Subscribe,,"waiver not signed, who is steward

glass work?

",No,,2020-06-09
952097,Andrea Rzad,Individual,Primary,"",Andrea,Rzad,"","",,"",Andrea Rzad,Andrea Rzad,"","",Andrea,Andrea Rzad,Andrea,Andrea Rzad,,owner,Innovative Garden / Hydroponic Supply,,,Non Donor,,,,":2020-06-08: do not know well, have talked with her at Innovative Garden / Hydroponic Supply",No,,2020-06-10
952102,Ajeet Khalsa,Individual,Primary,"",Ajeet,Khalsa,"","",,"",Ajeet Khalsa,Ajeet Khalsa,"","",Ajeet,Ajeet Khalsa,Ajeet,Ajeet Khalsa,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-10
952107,Janet Neely,Individual,Primary,"",Janet,Neely,"","",,"",Janet Neely,Janet Neely,"","",Janet,Janet Neely,Janet,Janet Neely,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-06-10
952112,Ly'ryah Ivy,Individual,Primary,"",Ly'ryah,Ivy,"","",,"",Ly'ryah Ivy,Ly'ryah Ivy,"","",Ly'ryah,Ly'ryah Ivy,Ly'ryah,Ly'ryah Ivy,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-06-10
952117,Tessa Sewell,Individual,Primary,"",Tessa,Sewell,"","",,"",Tessa Sewell,Tessa Sewell,"","",Tessa,Tessa Sewell,Tessa,Tessa Sewell,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-10
952122,Wesley Sewell,Individual,Primary,"",Wesley,Sewell,"","",,"",Wesley Sewell,Wesley Sewell,"","",Wesley,Wesley Sewell,Wesley,Wesley Sewell,,"","",,No valid phone,Non Donor,,,,,No,,2020-06-10
952127,Kay Shanda,Individual,Primary,"",Kay,Shanda,"","",,"",Kay Shanda,Kay Shanda,"","",Kay,Kay Shanda,Kay,Kay Shanda,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-06-10
952132,Spencer Martin,Individual,Primary,"",Spencer,Martin,"","",,"",Spencer Martin,Spencer Martin,"","",Spencer,Spencer Martin,Spencer,Spencer Martin,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-06-10
952137,Erin Waddell,Individual,Primary,"",Erin,Waddell,"","",,"",Erin Waddell,Erin Waddell,"","",Erin,Erin Waddell,Erin,Erin Waddell,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-10
952142,Alex Wallace,Individual,Primary,"",Alex,Wallace,"","",,"",Alex Wallace,Alex Wallace,"","",Alex,Alex Wallace,Alex,Alex Wallace,,"",Next Step Initiative,,No valid address;No valid email,Non Donor,,,,":2020-06-15: with next step.

",No,,2020-06-10
952147,Wendy Swann,Individual,Primary,"",Wendy,Swann,"","",,"",Wendy Swann,Wendy Swann,"","",Wendy,Wendy Swann,Wendy,Wendy Swann,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,VCO-Email,NSI ,No,,2020-06-10
952152,Barry Brown,Individual,Primary,"",Barry,Brown,"","",,"",Barry Brown,Barry Brown,"","",Barry,Barry Brown,Barry,Barry Brown,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-10
952157,Joan Galbraith,Individual,Primary,"",Joan,Galbraith,"","",,"",Joan Galbraith,Joan Galbraith,"","",Joan,Joan Galbraith,Joan,Joan Galbraith,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-10
952162,Harold Galbraith,Individual,Primary,"",Harold,Galbraith,"","",,"",Harold Galbraith,Harold Galbraith,"","",Harold,Harold Galbraith,Harold,Harold Galbraith,,"","",,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-10
952167,Kristin Myers,Individual,Primary,"",Kristin,Myers,"","",,"",Kristin Myers,Kristin Myers,"","",Kristin,Kristin Myers,Kristin,Kristin Myers,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,,Sertoma Center,No,,2020-06-10
952172,Robert Christiansen,Individual,Primary,"",Robert,Christiansen,"","",,"",Robert Christiansen,Robert Christiansen,"","",Robert,Robert Christiansen,Robert,Robert Christiansen,,"",A Plus PC,,,Non Donor,,,,":2019-12-20: came by several times.  retired, helps and connect non-profits
",No,,2020-06-11
952177,Melissa Eads,Individual,Primary,"",Melissa,Eads,"",,,,Melissa Eads,Melissa Eads,"","",Melissa ,Melissa Eads,Melissa ,Melissa Eads,,Corporate Affairs Manager,Kroger,,No valid email;No valid phone,Non Donor,,,,,No,,2020-06-11
952182,Tony Bova,Individual,Primary,"",Tony,Bova,"","",,"",Tony Bova,Tony Bova,"","",Tony,Tony Bova,Tony,Tony Bova,,"",mobius,,No valid email;No valid phone,Non Donor,,,plastic,":2020-06-11: working on biodegradable plastic
",No,,2020-06-11
952187,Emma Burgin,Individual,Primary,"",Emma,Burgin,"",,,,Emma Burgin,Emma Burgin,"","",Emma,Emma Burgin,Emma,Emma Burgin,,"",FUTURE Program,,No valid address,Non Donor,,,,,No,,2020-06-11
952192,Doug Minter,Individual,Primary,"",Doug,Minter,"",,,,Doug Minter,Doug Minter,"","",Doug,Doug Minter,Doug,Doug Minter,,Director Small Business Devopment,Knoxville Chamber,,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-11
952197,Claudia Caballero,Individual,Primary,"",Claudia,Caballero,"",,,,Claudia Caballero,Claudia Caballero,"","",Claudia,Claudia Caballero,Claudia,Claudia Caballero,,President CEO,Centro Hispano De East Tennessee,,,Non Donor,,,,":2020-06-08: do not remember how I got her card

We promote empowerment and civic participation through education, workforce development, youth and family engagement, and community-strengthening initiatives.
We are the leading resource for East Tennessee’s Latino community and we are the leading resource for East Tennessee regarding the Latino community.
",No,,2020-06-11
952202,Chet Hunt,Individual,Primary,"",Chet,Hunt,"",,,,Chet Hunt,Chet Hunt,"","",Chet,Chet Hunt,Chet,Chet Hunt,,Co-Chair,Citizens' Climate Lobby,,No valid address;No valid phone,Non Donor,,,,,No,,2020-06-11
952207,green|spaces,Organization,Primary,"","","","",,,,green|spaces,green|spaces,"","","",green|spaces,"",green|spaces,,"",green|spaces,,No valid email;No valid phone,Non Donor,,,,":2020-06-08: very much like their work.  They creating funding for 10 of our solar projects in Chattanooga.  
",No,,2020-06-11
952212,Rick Staples,Individual,Primary,"",Rick,Staples,"",,,,Rick Staples,Rick Staples,"","",Rick,Rick Staples,Rick,Rick Staples,,State Representative,"",,No valid address,Non Donor,,,,:2020-06-08: meet at urban farming event. ,No,,2020-06-11
952217,Slow Food Tennessee Vally,Organization,Primary,"","","","",,,,Slow Food Tennessee Vally,Slow Food Tennessee Vally,"","","",Slow Food Tennessee Vally,"",Slow Food Tennessee Vally,,"",Slow Food Tennessee Vally,,No valid address;No valid email;No valid phone,Non Donor,,,,,No,,2020-06-11
952222,Michael Wood,Individual,Primary,"",Michael,Wood,"",,,,Michael Wood,Michael Wood,"","",Michael,Michael Wood,Michael,Michael Wood,,"","",,,Non Donor,,,realtor,"Bought Office Building from
",No,,2020-06-11
952227,BJ Swinehart,Individual,Primary,"",BJ,Swinehart,"",,,,BJ Swinehart,BJ Swinehart,"","",BJ,BJ Swinehart,BJ,BJ Swinehart,,"","",,No valid address;No valid email;No valid phone,Non Donor,,,realtor,:2020-06-12: known since my 30's played soccer ,No,,2020-06-12
952232,Mark King,Individual,Primary,"",Mark,King,"","",,"",Mark King,Mark King,"","",Mark,Mark King,Mark,Mark King,,"",Kings Tree Works,,,Non Donor,,,wood chips,,No,,2020-06-12
952237,Mark Larsen,Individual,Primary,"",Mark,Larsen,"",,,,Mark Larsen,Mark Larsen,"","",Mark,Mark Larsen,Mark,Mark Larsen,,"","",,No valid address;No valid email,Non Donor,,,,":2020-06-12: did web site a long time ago

retired
",No,,2020-06-12
